Joelly,Ade,1,16/01/1999,1,43,37,33,37.7,405102014
Clarinda,Bergh,1,18/07/1999,0,65,4,6,25,405102015
Adelheid,Autumn,1,10/09/1999,1,22,79,35,45.3,405102016
Romona,Cohla,3,14/03/1999,1,14,37,87,46,405102017
Coriss,Astrahan,0,20/02/1999,0,45,49,65,53,405102018
Liz,Amitie,3,28/11/1999,0,28,42,76,48.7,405102019
Aleda,Bill,3,14/05/1999,1,36,95,40,57,405102020
Christy,Campbell,3,23/01/1999,1,96,22,91,69.7,405102021
Madelyn,Daren,1,23/12/1999,1,38,89,13,46.7,405102022
Aggi,Berglund,2,09/07/1999,1,74,11,12,32.3,405102023
Allie,Brockwell,2,24/09/1999,0,63,71,38,57.3,405102024
Cassandre,Alguire,1,03/02/1999,0,89,86,75,83.3,405102025
Kelley,Belmonte,3,14/05/1999,1,97,26,37,53.3,405102026
Lida,Alisha,2,29/11/1998,0,51,25,70,48.7,405102027
Modesta,Alexandria,1,07/08/1999,0,27,26,62,38.3,405102028
Kerianne,Coney,0,30/11/1999,0,36,36,4,25.3,405102029
Blair,Belamy,1,28/09/1999,0,49,87,31,55.7,405102030
Danya,Bautram,1,23/03/1999,1,50,83,47,60,405102031
Gillian,Bradway,3,28/10/1999,1,28,83,8,39.7,405102032
Tasha,Branen,1,23/09/1999,1,24,18,95,45.7,405102033
Orsa,Cohleen,2,28/05/1999,0,88,34,19,47,405102034
Ardra,Cioffred,3,17/01/1999,1,6,11,4,7,405102035
Emma,Ambrogino,3,08/11/1998,0,4,30,23,19,405102036
Cordey,Anette,1,17/09/1999,0,69,32,35,45.3,405102037
Ajay,Chiles,1,06/09/1999,1,35,23,0,19.3,405102038
Kelcey,Constantia,3,15/07/1999,1,41,46,91,59.3,405102039
Megan,Dart,2,08/07/1999,0,60,93,9,54,405102040
Lorie,Chobot,3,20/06/1999,0,99,14,66,59.7,405102041
Junia,Arley,2,05/09/1999,0,36,72,63,57,405102042
Gwyneth,Cacia,2,18/11/1998,0,48,62,62,57.3,405102043
Emyle,Congdon,0,12/04/1999,1,43,4,35,27.3,405102044
Lara,Christiana,3,13/10/1999,0,77,2,61,46.7,405102045
Jacynth,Damalis,0,04/03/1999,0,58,28,14,33.3,405102046
Annora,Aunson,2,12/11/1999,0,82,83,45,70,405102047
Viole,Darya,1,16/03/1999,1,17,14,78,36.3,405102048
Juditha,Antonin,1,28/05/1999,1,22,23,70,38.3,405102049
Rey,Artur,0,31/03/1999,1,51,61,53,55,405102050
Dalia,Acima,2,19/12/1999,1,5,78,51,44.7,405102051
Paula,Basso,2,31/05/1999,0,93,46,4,47.7,405102052
Amelina,Crispin,0,05/08/1999,1,100,61,84,81.7,405102053
Lulita,Ashla,0,04/06/1999,0,94,37,97,76,405102054
Blithe,Con,3,24/11/1999,1,100,35,88,74.3,405102055
Mattie,Augusta,1,24/07/1999,0,51,7,24,27.3,405102056
Emmeline,Bosch,3,31/12/1999,1,81,73,58,70.7,405102057
Cora,Cerallua,1,26/09/1999,1,65,74,0,46.3,405102058
Sherri,Charlton,3,11/12/1998,1,85,39,26,50,405102059
Gretal,Bennir,2,17/11/1998,1,40,69,39,49.3,405102060
Barbie,Berkly,1,28/12/1999,0,8,25,93,42,405102061
Reeta,Corbet,0,26/11/1999,1,53,68,30,50.3,405102062
Rhetta,Bram,0,18/11/1999,1,85,31,56,57.3,405102063
Natividad,Berna,3,10/04/1999,0,72,25,99,65.3,405102064
Salaidh,Dam,0,08/03/1999,1,16,9,89,38,405102065
Janka,Bobbie,3,08/11/1998,1,75,75,74,74.7,405102066
Brynna,Aleedis,2,29/11/1998,0,13,62,29,34.7,405102067
Suzanne,Blen,0,08/01/1999,0,72,88,52,70.7,405102068
Jeanine,Bellanca,1,21/09/1999,0,85,25,48,52.7,405102069
Eadie,AlrZc,2,29/11/1999,1,72,51,21,48,405102070
Wandis,Ciro,0,24/03/1999,1,90,12,97,66.3,405102071
Aliza,Alie,2,23/09/1999,1,67,98,96,87,405102072
Vinni,Bundy,3,03/11/1998,1,37,52,34,41,405102073
Linette,Coben,3,22/01/1999,1,73,9,9,30.3,405102074
Anne-Corinne,Cariotta,0,26/01/1999,0,54,24,27,35,405102075
Devina,Betty,2,16/09/1999,0,42,50,67,53,405102076
Lesli,Blanchette,0,20/10/1999,0,77,14,56,49,405102077
Yalonda,Calesta,3,24/02/1999,1,89,19,69,59,405102078
Matti,Cattima,1,28/04/1999,1,28,13,67,36,405102079
Valentia,Cecelia,0,03/12/1998,1,6,42,96,48,405102080
Mabelle,Adao,0,13/10/1999,1,82,31,86,66.3,405102081
Margie,Brigham,1,03/12/1999,1,78,75,98,83.7,405102082
Joletta,Chretien,3,20/07/1999,1,6,20,66,30.7,405102083
Constancy,Baecher,1,30/08/1999,1,26,77,61,54.7,405102084
Tanya,Cristy,1,02/09/1999,1,36,14,25,25,405102085
Daphene,Alfred,0,14/01/1999,1,26,79,39,48,405102086
Ernestine,Britta,2,28/12/1999,1,4,29,44,25.7,405102087
Mariquilla,Aubrey,2,25/02/1999,0,94,34,66,64.7,405102088
Theresita,Aland,0,07/08/1999,1,19,86,42,49,405102089
Andra,Danais,1,26/11/1998,1,87,42,91,73.3,405102090
Marna,Alegre,0,19/12/1999,1,24,52,19,31.7,405102091
Katrine,Becker,1,24/11/1998,0,46,45,8,33,405102092
Mareah,Arch,3,09/12/1998,0,90,93,81,88,405102093
Cari,Barbe,1,08/03/1999,1,11,30,81,40.7,405102094
Amalea,Darsey,1,01/08/1999,0,97,84,78,86.3,405102095
Gloria,Burdett,1,18/02/1999,1,90,86,85,87,405102096
Minnnie,Alper,3,08/02/1999,1,65,90,72,75.7,405102097
Naomi,Boiney,2,01/12/1998,1,24,39,91,51.3,405102098
Darcy,Bertold,3,09/03/1999,1,16,45,91,50.7,405102099
Rubina,Atalante,0,18/10/1999,1,16,44,5,21.7,405102100
Hildegarde,Beare,1,25/06/1999,1,56,85,25,55.3,405102101
Consuelo,Arline,2,23/12/1999,0,70,27,41,46,405102102
Otha,Alain,2,14/12/1999,0,58,60,88,68.7,405102103
Gussie,Balmuth,3,16/03/1999,0,7,0,28,11.7,405102104
Daphne,Charmain,0,31/12/1999,1,75,92,53,73.3,405102105
Lanie,Avilla,0,04/08/1999,0,21,86,44,50.3,405102106
Monika,Arnold,0,27/10/1999,1,70,6,89,55,405102107
Jacquetta,Aeniah,0,29/08/1999,0,26,51,17,31.3,405102108
Aubry,Daitzman,1,24/03/1999,1,89,95,80,88,405102109
Noell,Cadel,2,26/02/1999,1,43,66,41,50,405102110
Mallory,Augustina,2,12/11/1998,0,48,100,73,73.7,405102111
Nell,Abdu,1,24/03/1999,1,59,36,16,37,405102112
Debora,Boonie,0,13/01/1999,0,78,60,98,78.7,405102113
Doralyn,Alexia,1,15/10/1999,1,17,27,96,46.7,405102114
Kylynn,Bail,2,12/09/1999,1,100,12,48,53.3,405102115
Magdaia,Clynes,2,08/07/1999,1,72,2,23,32.3,405102116
June,Carrnan,3,25/04/1999,0,35,67,9,37,405102117
Cassandra,Adrien,3,14/11/1998,0,34,89,90,71,405102118
Fannie,Abott,0,04/02/1999,0,28,11,54,31,405102119
Lynnet,Cyprio,3,21/11/1999,0,18,1,43,20.7,405102120
Devonne,Amedeo,0,12/12/1999,0,86,29,19,44.7,405102121
Quinn,Chilton,2,05/06/1999,0,21,62,29,37.3,405102122
Dorthea,Aelber,2,08/08/1999,0,31,94,40,55,405102123
Shauna,Barbaraanne,1,15/10/1999,0,0,75,89,54.7,405102124
Kiah,Crist,3,09/11/1998,1,44,1,89,44.7,405102125
Karlotta,Cissy,2,24/10/1999,1,75,13,58,48.7,405102126
Ladonna,Arbuckle,0,17/11/1998,1,69,3,97,56.3,405102127
Nelli,Chryste,2,23/07/1999,0,79,20,19,39.3,405102128
Bamby,Carlee,3,24/05/1999,1,67,60,66,64.3,405102129
Rycca,Aldus,2,10/12/1998,0,46,68,66,60,405102130
Moselle,Abad,2,24/10/1999,1,12,68,18,32.7,405102131
Leia,Bellis,1,17/12/1998,1,9,89,73,57,405102132
Lorry,Celka,2,09/04/1999,0,15,98,4,39,405102133
Hatti,Aldridge,2,19/11/1999,1,94,72,20,62,405102134
Vonni,Bolton,0,08/11/1999,1,89,24,6,39.7,405102135
Heddie,Charpentier,1,11/04/1999,1,80,50,23,51,405102136
Vivienne,Burnie,3,04/11/1998,1,99,82,67,82.7,405102137
Vivie,Armillia,0,27/10/1999,0,3,11,79,31,405102138
Dayna,Danika,3,01/03/1999,1,54,84,41,59.7,405102139
Lelah,Crabb,3,05/12/1999,1,52,68,84,68,405102140
Ermentrude,Angell,2,11/09/1999,1,6,44,95,48.3,405102141
Zoe,Bautista,3,16/10/1999,1,37,60,93,63.3,405102142
Pam,Ardith,0,30/12/1999,1,42,9,48,33,405102143
Harrie,Corvese,3,07/11/1998,0,5,13,79,32.3,405102144
Janice,Bremser,0,20/04/1999,1,92,30,32,51.3,405102145
Marie-Ann,Boyce,2,16/11/1999,1,74,93,22,63,405102146
Catina,Corty,1,02/07/1999,0,36,55,24,38.3,405102147
Bobby,Bander,3,27/07/1999,1,37,31,47,38.3,405102148
Freda,Carlo,2,20/11/1999,0,23,8,54,28.3,405102149
Katti,Abert,2,27/06/1999,0,88,55,66,69.7,405102150
Kori,Alida,0,27/08/1999,1,41,59,96,65.3,405102151
Katharyn,Coridon,2,21/08/1999,0,59,3,78,46.7,405102152
Marigold,Aeriela,2,11/03/1999,0,26,58,27,37,405102153
Rita,Bliss,2,20/01/1999,0,69,3,66,46,405102154
Fernanda,Antons,3,15/12/1998,0,23,56,60,46.3,405102155
Nellie,Cassy,0,01/12/1999,1,42,24,16,27.3,405102156
Valery,Brenk,3,29/03/1999,1,39,55,93,62.3,405102157
Claresta,Charlotta,0,14/06/1999,0,46,65,95,68.7,405102158
Timmi,Bria,0,22/04/1999,1,44,93,4,47,405102159
Cyndie,Aran,2,31/10/1999,0,18,32,16,22,405102160
Lona,Arabela,0,07/01/1999,1,28,75,1,34.7,405102161
Grete,Chatterjee,1,30/03/1999,0,72,1,2,25,405102162
Marthena,Bethena,3,05/08/1999,1,54,60,85,66.3,405102163
Drusi,Benia,0,19/12/1998,0,73,83,82,79.3,405102164
Johnette,Brady,2,20/08/1999,1,41,24,69,44.7,405102165
Leola,Buff,2,13/11/1999,0,75,67,82,74.7,405102166
Mikaela,Coralie,1,14/03/1999,1,47,2,41,30,405102167
Elsie,Bunny,3,10/07/1999,1,0,65,37,34,405102168
Viviyan,Brittni,2,15/05/1999,0,6,72,76,51.3,405102169
Marissa,Canning,2,03/01/1999,0,76,6,97,59.7,405102170
Annissa,Averill,3,26/06/1999,0,13,25,55,31,405102171
Aurel,Australia,0,04/12/1999,0,92,97,49,79.3,405102172
Geri,Balliett,1,19/11/1998,0,35,27,61,41,405102173
Ruthanne,Chapman,1,06/11/1999,1,32,21,78,43.7,405102174
Brooks,Ches,1,18/03/1999,0,67,25,67,53,405102175
Meade,Aaronson,0,14/08/1999,0,54,11,1,22,405102176
Ranice,Anton,1,26/04/1999,0,0,23,40,21,405102177
Filippa,Cullen,3,14/11/1998,0,43,25,2,23.3,405102178
Hannie,Babita,3,12/11/1998,0,87,14,63,54.7,405102179
Ofelia,Boeke,1,19/03/1999,1,12,0,23,11.7,405102180
Anita,Cerys,1,17/05/1999,1,24,27,16,22.3,405102181
Emmalynne,Ardelis,2,27/12/1998,1,53,53,23,43,405102182
Bertina,Daffie,0,29/01/1999,1,1,87,38,42,405102183
Paulette,Cheney,1,24/02/1999,0,67,2,18,29,405102184
Caresse,Benge,2,21/03/1999,1,69,70,2,47,405102185
Willow,Arad,3,04/09/1999,0,33,81,94,69.3,405102186
Siobhan,Cassilda,3,07/12/1999,1,87,74,50,70.3,405102187
Stevena,Cichocki,2,26/10/1999,1,53,78,5,45.3,405102188
Calley,Burgess,0,06/03/1999,1,55,5,21,27,405102189
Carlen,Adalai,0,28/11/1998,1,45,82,38,55,405102190
Helen-Elizabeth,Anya,2,01/02/1999,0,86,78,10,58,405102191
Jeralee,Adal,2,24/05/1999,0,79,46,1,42,405102192
Natty,Cherie,1,27/01/1999,1,64,27,67,52.7,405102193
Shirline,Behrens,3,31/01/1999,0,65,79,76,73.3,405102194
Cyb,Berkin,1,21/09/1999,1,62,58,51,57,405102195
Harriette,Buzzell,2,16/05/1999,1,76,20,87,61,405102196
Halley,Babby,1,10/09/1999,0,21,25,54,33.3,405102197
Oralia,Atonsah,2,18/09/1999,1,97,26,79,67.3,405102198
Dorothy,Bunch,3,08/02/1999,1,69,97,43,69.7,405102199
Kiri,Cherianne,0,01/04/1999,0,60,72,47,59.7,405102200
Hailee,Cykana,2,01/01/1999,0,62,39,6,35.7,405102201
Hillary,Binah,2,16/10/1999,1,21,76,53,50,405102202
Maxi,Bopp,0,11/05/1999,0,16,50,59,41.7,405102203
Joy,Belldas,2,06/06/1999,1,95,18,77,63.3,405102204
Amara,Buna,1,28/11/1999,0,42,99,16,52.3,405102205
Eleanore,Chita,2,04/07/1999,0,72,28,76,58.7,405102206
Pamelina,Amalbena,0,04/06/1999,0,29,39,55,41,405102207
Davina,Bertero,2,06/03/1999,0,47,91,0,46,405102208
Alexi,Cordy,1,19/02/1999,1,74,5,9,29.3,405102209
Aline,Aramanta,0,17/10/1999,1,29,14,93,45.3,405102210
Ginnie,Cartwell,0,24/04/1999,0,67,61,89,72.3,405102211
Jodi,Conti,2,27/05/1999,0,53,61,44,52.7,405102212
Nerta,Buhler,3,21/05/1999,1,48,29,37,38,405102213
Kelcy,Agate,3,13/12/1998,0,76,84,47,69,405102214
Zulema,Daisy,0,13/11/1999,1,100,95,50,81.7,405102215
Marguerite,Brawley,0,24/03/1999,0,28,23,47,32.7,405102216
Alfie,Almira,1,25/10/1999,0,3,47,58,36,405102217
Celene,Cleve,0,24/12/1998,0,94,23,14,43.7,405102218
Kare,Anthiathia,2,08/12/1999,1,45,94,7,48.7,405102219
Farra,Carmita,2,22/12/1998,0,78,97,81,85.3,405102220
Felicity,Avivah,1,01/12/1998,1,82,34,55,57,405102221
Emelina,Ashil,1,19/11/1999,1,36,18,13,22.3,405102222
Elke,Ashby,0,24/10/1999,0,66,14,86,55.3,405102223
Shaylyn,Alisun,3,21/07/1999,1,92,27,82,67,405102224
Jesselyn,Bills,1,20/12/1998,1,11,65,40,38.7,405102225
Cindie,Alvord,2,12/02/1999,0,30,76,100,68.7,405102226
Remy,Arvid,2,24/02/1999,1,3,69,21,31,405102227
Ola,Amado,2,16/11/1998,1,52,82,23,52.3,405102228
Alena,Berni,3,31/01/1999,1,26,4,92,40.7,405102229
Wenonah,Daggna,1,23/08/1999,0,43,60,65,56,405102230
Lydia,Brocky,2,18/02/1999,1,98,2,91,63.7,405102231
Isobel,Burck,3,03/09/1999,0,45,49,81,58.3,405102232
Jori,Chapa,1,20/08/1999,1,58,59,56,57.7,405102233
Deloris,Dacy,2,18/01/1999,1,44,67,25,45.3,405102234
Robbie,Corron,2,15/12/1998,0,83,91,89,87.7,405102235
Chelsea,Buehrer,0,11/02/1999,1,22,62,87,57,405102236
Phil,Ad,1,05/03/1999,0,0,28,78,35.3,405102237
Raeann,Bartko,1,26/11/1998,0,38,18,100,52,405102238
Ally,Cyd,1,29/05/1999,0,80,73,95,82.7,405102239
Lynea,Arnelle,0,08/07/1999,1,94,82,66,80.7,405102240
Rosalyn,Baiel,2,19/09/1999,0,17,46,78,47,405102241
Celestia,Brinson,1,17/11/1999,1,95,68,91,84.7,405102242
Arabel,Cully,1,27/12/1998,1,94,66,72,77.3,405102243
Harlene,Borden,3,01/04/1999,1,63,8,41,37.3,405102244
Gray,Crellen,1,26/02/1999,1,2,15,56,24.3,405102245
Gaby,Annabal,1,11/12/1999,0,52,70,76,66,405102246
Conni,Cloots,2,27/12/1998,1,94,23,47,54.7,405102247
Darryl,Bang,1,20/06/1999,1,73,56,54,61,405102248
Mozelle,Caldwell,2,14/05/1999,1,91,13,35,46.3,405102249
Marjy,Brookner,3,26/05/1999,0,57,59,62,59.3,405102250
Petronille,Charmion,3,10/09/1999,0,80,94,5,59.7,405102251
Kelci,Agathe,2,11/05/1999,0,20,99,14,44.3,405102252
Morissa,Colley,3,15/04/1999,1,15,40,6,20.3,405102253
Roseann,Aholah,2,26/11/1999,1,100,28,92,73.3,405102254
Terrijo,Coletta,1,02/06/1999,0,21,28,4,17.7,405102255
Lisette,Bertrand,3,27/05/1999,1,53,65,53,57,405102256
Sarah,Daria,1,30/11/1999,0,71,22,93,62,405102257
Jenifer,Anestassia,0,30/06/1999,0,90,17,46,51,405102258
Lois,Alded,0,02/12/1998,0,25,27,49,33.7,405102259
Ingaberg,Alasdair,1,19/08/1999,1,11,31,55,32.3,405102260
Meg,Arabeila,0,29/12/1998,0,7,90,78,58.3,405102261
Karolina,Blum,2,01/11/1998,1,87,60,20,55.7,405102262
Josie,Cruz,3,04/10/1999,1,41,9,56,35.3,405102263
Cybill,Adalia,2,21/08/1999,1,68,59,29,52,405102264
Davita,Caritta,3,07/12/1999,0,18,74,85,59,405102265
Lanni,Archaimbaud,3,15/12/1998,1,8,23,83,38,405102266
Korie,Amandy,0,10/04/1999,0,75,5,50,43.3,405102267
Helyn,Ahl,0,15/06/1999,1,94,5,40,46.3,405102268
Annalee,Damara,2,17/06/1999,0,93,23,50,55.3,405102269
Seka,Annadiana,2,21/11/1999,0,78,43,32,51,405102270
Regina,Claudius,0,06/04/1999,0,26,62,74,54,405102271
Yvonne,Ammamaria,1,10/01/1999,1,6,91,2,33,405102272
Lorri,Amalee,2,24/05/1999,1,46,60,45,50.3,405102273
Claudelle,Barty,3,07/12/1999,0,23,72,31,42,405102274
Leandra,Daphie,2,06/11/1999,0,80,87,24,63.7,405102275
Loella,Audette,1,12/09/1999,0,7,12,67,28.7,405102276
Merrie,Ardath,0,27/06/1999,1,32,58,63,51,405102277
Opaline,Avie,3,27/12/1998,0,41,46,70,52.3,405102278
Reta,Archibald,1,04/10/1999,0,47,93,92,77.3,405102279
Jacquenetta,Bruner,0,25/12/1999,0,90,7,49,48.7,405102280
Doris,Alithia,0,28/10/1999,0,7,42,43,30.7,405102281
Stephana,Angus,2,13/07/1999,0,24,88,83,65,405102282
Corina,Bigford,0,28/08/1999,0,29,64,89,60.7,405102283
Verna,Champ,3,13/12/1998,0,32,68,68,56,405102284
Rachel,Bergman,0,13/05/1999,0,86,75,78,79.7,405102285
Gilberte,Bevan,2,08/03/1999,1,5,42,61,36,405102286
Darsey,Bevon,0,07/07/1999,0,45,98,38,60.3,405102287
Florenza,Darby,3,26/09/1999,0,76,41,98,71.7,405102288
Lorene,Borek,2,07/06/1999,1,7,97,87,63.7,405102289
Emmi,Corell,0,12/07/1999,1,86,42,95,74.3,405102290
Electra,Andras,3,10/12/1999,0,13,8,73,31.3,405102291
Micki,Brownson,1,26/10/1999,1,92,57,81,76.7,405102292
Linda,Celinka,0,08/12/1998,0,93,37,12,47.3,405102293
Lexie,Berta,1,03/01/1999,0,6,58,38,34,405102294
Aubrette,Amadeo,0,29/01/1999,1,78,7,50,45,405102295
Tony,Dalt,3,16/01/1999,1,27,70,41,46,405102296
Nerty,Darwen,3,09/11/1999,1,36,64,5,35,405102297
Cherrita,Brigida,3,11/12/1999,1,82,7,65,51.3,405102298
Janaye,Amalburga,1,09/11/1999,0,42,23,39,34.7,405102299
Pearla,Dagney,1,23/06/1999,0,36,38,23,32.3,405102300
Agnesse,Brentt,1,27/09/1999,1,75,22,97,64.7,405102301
Charin,Angelis,3,11/03/1999,0,83,50,62,65,405102302
Dionne,Abbotson,1,14/11/1999,0,64,73,53,63.3,405102303
Susannah,Cherry,1,02/08/1999,1,36,49,97,60.7,405102304
Tracie,Boone,3,11/02/1999,1,42,90,67,66.3,405102305
Lindie,Bastien,2,10/04/1999,0,71,90,69,76.7,405102306
Charil,Ahearn,0,17/10/1999,0,51,93,26,56.7,405102307
Corrianne,Bolger,2,28/05/1999,0,24,61,68,51,405102308
Adriane,Bethina,2,05/12/1999,1,7,36,6,16.3,405102309
Gwendolin,Beckerman,1,25/04/1999,0,49,40,49,46,405102310
Deerdre,Beore,2,20/11/1998,1,43,58,2,34.3,405102311
Sadie,Bea,1,08/12/1998,0,1,6,10,5.7,405102312
Fifi,Bate,3,23/06/1999,1,37,1,36,24.7,405102313
Hope,Anett,1,11/05/1999,1,85,96,19,66.7,405102314
Mella,Dana,1,10/09/1999,1,2,94,51,49,405102315
Aile,Atterbury,2,24/01/1999,1,33,13,29,25,405102316
Elinor,Adamek,3,18/03/1999,1,13,25,66,34.7,405102317
Jourdan,Allcot,2,02/01/1999,1,23,43,17,27.7,405102318
Belinda,Ayres,2,09/07/1999,1,13,61,57,43.7,405102319
Guenna,Cooke,1,25/01/1999,0,7,64,17,29.3,405102320
Gerrie,Aimil,2,10/04/1999,0,73,42,67,60.7,405102321
Morgan,Beverie,1,06/02/1999,0,90,2,52,48,405102322
Lucina,Boycie,3,08/06/1999,0,24,63,43,43.3,405102323
Hedwiga,Bonni,0,27/12/1998,0,17,41,53,37,405102324
Madel,Alisen,0,07/03/1999,1,56,7,35,32.7,405102325
Beverlie,Dawes,2,14/07/1999,0,30,59,3,30.7,405102326
Tandie,Byler,1,03/01/1999,0,62,31,7,33.3,405102327
Conny,Breana,0,15/11/1998,0,36,29,20,28.3,405102328
Jessamine,Beauregard,0,12/07/1999,1,90,68,25,61,405102329
Susanetta,Chyou,1,15/07/1999,1,71,62,0,44.3,405102330
Shea,Avram,3,14/04/1999,0,82,89,34,68.3,405102331
Edy,Atalee,2,24/02/1999,1,30,24,59,37.7,405102332
Lyndsey,Chappell,1,10/02/1999,1,53,49,21,41,405102333
Callida,Crofoot,2,12/11/1998,1,36,15,59,36.7,405102334
Kiele,Abercromby,2,01/04/1999,1,3,82,37,40.7,405102335
Mildrid,Butta,0,27/09/1999,1,69,29,22,40,405102336
Carlie,Adelaida,1,08/10/1999,1,31,57,93,60.3,405102337
Pet,Brader,2,12/06/1999,0,100,37,52,63,405102338
Edwina,Dalila,3,16/04/1999,0,69,99,52,73.3,405102339
Clerissa,Africa,3,07/01/1999,0,33,67,37,45.7,405102340
Paola,Corena,2,03/11/1998,1,84,12,31,42.3,405102341
Odele,Cleo,1,15/09/1999,1,17,73,2,30.7,405102342
Charisse,Ardeth,3,04/03/1999,0,94,20,82,65.3,405102343
Kara,Codding,1,23/12/1999,0,26,90,86,67.3,405102344
Bellanca,Armond,1,20/05/1999,0,10,47,30,29,405102345
Jada,Danyelle,1,21/12/1999,1,39,18,76,44.3,405102346
Eugenie,China,2,14/06/1999,1,93,40,45,59.3,405102347
Rhianna,Cappello,0,05/05/1999,1,88,68,21,59,405102348
Maegan,Adamis,0,15/03/1999,1,93,42,81,72,405102349
Nedda,Chapland,2,01/10/1999,0,96,53,37,62,405102350
Mireielle,Conroy,0,22/04/1999,1,81,41,76,66,405102351
Guillemette,Bonina,3,17/12/1998,0,63,51,80,64.7,405102352
Elfrida,Aia,0,13/04/1999,0,47,10,92,49.7,405102353
Brooke,Adall,0,08/07/1999,1,61,37,46,48,405102354
Emelita,Bussey,0,18/07/1999,0,31,89,23,47.7,405102355
Elisa,Charleton,2,22/12/1999,1,77,24,84,61.7,405102356
Aida,Cobby,1,02/08/1999,0,44,79,24,49,405102357
Valentine,Ashbey,2,13/11/1999,0,51,8,100,53,405102358
Lauree,Booker,1,22/05/1999,1,41,58,33,44,405102359
Ambur,Caspar,3,17/12/1998,1,10,48,99,52.3,405102360
Dulcinea,Carbo,1,30/01/1999,1,8,97,75,60,405102361
Anne-Marie,Burnsed,2,14/09/1999,0,41,99,26,55.3,405102362
Goldie,Ammon,0,21/07/1999,1,59,34,86,59.7,405102363
Mamie,Brana,2,21/01/1999,1,15,33,21,23,405102364
Cris,Bascomb,0,04/10/1999,0,76,15,68,53,405102365
Lyndy,Blane,1,23/12/1999,1,72,90,85,82.3,405102366
Krystalle,Breanne,1,14/11/1998,0,47,66,73,62,405102367
Korry,Dallman,2,21/10/1999,1,16,5,71,30.7,405102368
Jackelyn,Cutcheon,3,23/08/1999,0,93,72,36,67,405102369
Beret,Alla,1,28/01/1999,1,92,26,3,40.3,405102370
Kelila,Cathy,2,04/12/1998,0,98,52,24,58,405102371
Celie,Ambur,0,31/10/1999,0,44,96,79,73,405102372
Caryn,Bocock,3,10/12/1999,1,12,1,53,22,405102373
Teresita,Buchheim,1,27/12/1999,1,25,85,14,41.3,405102374
Devinne,Adiana,3,01/08/1999,0,66,57,55,59.3,405102375
Adiana,Clement,3,23/03/1999,1,98,67,66,77,405102376
Ruthe,Bates,2,13/12/1998,0,25,69,82,58.7,405102377
Kerri,Agna,1,31/08/1999,0,91,47,36,58,405102378
Lesya,Algernon,1,21/04/1999,1,26,77,52,51.7,405102379
Alyss,Butte,2,03/11/1998,1,82,18,99,66.3,405102380
Kaleena,Clance,1,28/05/1999,0,34,27,54,38.3,405102381
Livy,Brendis,1,31/01/1999,0,70,90,4,54.7,405102382
Dorrie,Bainbridge,3,09/11/1998,1,36,77,26,46.3,405102383
Tatum,Allyson,0,27/12/1999,1,31,59,14,34.7,405102384
Ara,Bentley,2,21/12/1999,1,2,12,46,20,405102385
Terrie,Bandler,3,04/09/1999,1,76,13,77,55.3,405102386
Marlene,Dari,3,23/10/1999,0,18,98,75,63.7,405102387
Anastasie,Adaiha,3,18/01/1999,1,77,68,15,53.3,405102388
Aurilia,Celestine,1,20/05/1999,0,1,92,31,41.3,405102389
Nolana,Amerigo,2,18/06/1999,1,73,25,11,36.3,405102390
Kristien,Corley,1,20/11/1999,1,73,77,0,50,405102391
Francene,Ash,0,03/03/1999,1,58,84,77,73,405102392
Ceciley,Bartel,1,27/05/1999,1,33,42,58,44.3,405102393
Stephannie,Cohin,2,28/12/1998,1,39,72,80,63.7,405102394
Zahara,Boycey,1,01/01/2000,0,14,94,11,39.7,405102395
Correna,Batish,3,13/03/1999,1,91,1,45,45.7,405102396
Dottie,Cicenia,3,12/12/1998,0,82,63,85,76.7,405102397
Bernette,Aleece,0,26/11/1998,0,77,26,64,55.7,405102398
Loree,Burget,2,12/03/1999,1,8,66,65,46.3,405102399
Tomasina,Bilski,3,28/04/1999,0,42,28,11,27,405102400
Grazia,Dachia,0,31/05/1999,1,97,40,8,48.3,405102401
Antonie,Bethany,1,31/01/1999,0,59,86,50,65,405102402
Chickie,Brufsky,2,01/01/1999,1,26,87,24,45.7,405102403
Maudie,Catlin,0,01/10/1999,0,44,71,50,55,405102404
Theo,Alanah,0,09/04/1999,0,23,13,57,31,405102405
Molli,Asia,3,05/02/1999,0,70,3,19,30.7,405102406
Lucie,Colson,3,24/05/1999,1,83,73,6,54,405102407
Dannie,Amsden,2,06/11/1999,0,95,73,38,68.7,405102408
Agretha,Danyluk,2,31/05/1999,0,47,82,53,60.7,405102409
Fleur,Crin,3,21/12/1998,1,12,16,38,22,405102410
Jaclin,Campman,2,13/03/1999,0,70,30,6,35.3,405102411
Karin,Brina,1,11/05/1999,0,30,83,88,67,405102412
Elnore,Coster,0,01/11/1999,1,79,18,87,61.3,405102413
Marga,Coltin,2,10/03/1999,1,7,53,37,32.3,405102414
Melli,Bert,2,22/11/1998,1,53,98,60,70.3,405102415
Becki,Begga,3,21/12/1999,1,69,86,100,85,405102416
Celle,Benedetta,2,13/12/1999,0,88,74,20,60.7,405102417
Anna-Maria,Bolanger,1,12/03/1999,1,34,39,48,40.3,405102418
Wilma,Carbone,3,03/12/1999,0,54,44,95,64.3,405102419
Ange,Bloom,0,20/11/1998,0,55,47,35,45.7,405102420
Melony,Burgwell,3,24/11/1998,1,72,66,70,69.3,405102421
Noel,Bina,2,09/01/1999,1,47,92,43,60.7,405102422
